"103","First read together sport","4.78","false"
"104","Although heart cause","35.83","false"
"105","Up spend answer long","312.43","true"
"106","Among security floor wish floor","208.52","true"
"107","Health since conference east buy","272.68","false"
"108","Hand half central PM","37.77","true"
"109","Pattern approach very part person","130.40","true"
"110","Traditional resource network ok","431.83","true"
"111","Buy kitchen painting","44.29","false"
"112","Structure different maintain describe ground","285.85","false"
"113","During necessary student collection maintain","363.75","true"
"114","Sound sea station","26.80","true"
"115","Health marriage long single","222.34","true"
"116","Agree between management anyone other","132.78","false"
"117","Claim language grow","333.61","true"
"118","Various start nation religious least","8.05","true"
"119","This season only","436.96","false"
"120","Lose size both buy","393.65","false"
"121","Thought ok middle throw","498.65","true"
"122","Threat particular set","479.29","true"
"123","Manage pick forward father","17.81","true"
"124","Without hair response idea","118.62","true"
"125","Detail manager movie wife young","91.65","true"
"126","Know TV expert strategy move","191.24","false"
"127","Top policy pattern across","12.73","true"
"128","How suffer me","8.78","false"
"129","Get parent mission mission","255.22","true"
"130","Professor state street television","85.42","true"
"131","Artist figure not military","275.45","true"
"132","Fly there audience fight","137.19","false"
"133","Able rise whether lay approach","283.75","true"
"134","Different north yourself dark way","141.47","true"
"135","Right reason modern south television","262.41","true"
"136","Rest trouble pick baby should","456.33","false"
"137","At table entire","354.22","false"
"138","My year list least","344.77","true"
"139","Relate moment star","448.56","false"
"140","Week main Congress security","354.29","true"
"141","Necessary increase","466.70","false"
"142","Clearly stop arm class","404.53","false"
"143","Herself most term clearly","34.43","true"
"144","Fine physical nature","14.27","false"
"145","Indicate husband just car","324.99","true"
"146","Someone up important","272.97","true"
"147","Fine your agent","145.96","false"
"148","Through off four","400.87","true"
"149","First color","412.81","true"
"150","Debate girl wide cup whole","12.46","true"
"151","Economy treat reality wrong","327.40","false"
"152","Fear project value friend","275.05","false"
"153","Cell party less himself","153.98","true"
"154","Free agency government","310.97","false"
"155","Culture enough leg look organization","468.59","true"
"156","Sister better age better","483.62","false"
"157","Party explain drug power","261.41","true"
"158","Business more answer those","218.80","false"
"159","Develop democratic rate","73.21","false"
"160","Hundred effort","475.47","true"
"161","Simple cause clearly opportunity sea","412.92","true"
"162","Billion reality rise","79.01","true"
"163","Establish color involve","401.01","false"
"164","Foot administration argue follow","376.87","false"
"165","Three attack quite imagine scene","384.00","false"
"166","Peace when art step military","21.31","true"
"167","Lay outside price","491.61","false"
"168","Individual true oil just","467.25","false"
"169","Act across past","296.06","true"
"170","Fine democratic","64.87","false"
"171","Stay new daughter real whose","262.39","true"
"172","Each rock ground wonder generation","299.77","false"
"173","Call past both industry I","259.45","false"
"174","Over fly indicate","420.53","false"
"175","Authority well forget thought they","210.46","true"
"176","Necessary total particular despite send","497.18","false"
"177","Leg itself","134.04","false"
"178","Assume raise on source","205.78","true"
"179","End film","132.08","true"
"180","Hope respond indeed people economy","151.17","false"
"181","Parent set than research","218.07","false"
"182","Positive help window sit poor","280.59","false"
"183","Significant factor","139.20","true"
"184","Movement including","397.88","false"
"185","Agreement let check significant","362.22","false"
"186","Financial difficult almost assume","494.98","true"
"187","Act care listen","185.95","false"
"188","Than technology instead","421.09","false"
"189","True after head project discussion","480.28","true"
"190","American include carry central","108.25","true"
"191","Thus stay floor reach","407.80","false"
"192","Stop wide popular hold consumer","105.34","true"
"193","Relate figure point authority many","207.48","false"
"194","Another during","185.37","false"
"195","Everybody moment theory follow prepare","448.51","false"
"196","Money it manage","251.62","false"
"197","Ask smile tree","426.79","true"
"198","Method put relate","262.19","true"
"199","Break send own television","195.57","true"
"200","Name camera ago","177.73","false"
"201","Huge relationship","124.27","false"
"202","Because water best","19.48","false"
"203","Me billion risk material","250.02","true"
"204","Make throughout process only over","294.15","true"
"205","Quite exist care","378.56","false"
"206","Agreement own card cold","279.24","false"
"207","Thousand money until before performance","135.67","false"
"208","Democrat everyone assume","430.26","true"
"209","You event table","74.91","false"
"210","Few fish","261.10","true"
"211","Measure memory stuff understand","68.01","false"
"212","Interest wonder young still","229.81","true"
"213","Painting receive","83.46","true"
"214","Mission quickly policy agency assume","254.90","true"
"215","Expect light speech against","307.87","true"
"216","Effect all window because","359.06","false"
"217","Then side walk","141.35","false"
"218","East evidence way remember","387.71","false"
"219","Event individual provide","451.09","false"
"220","Whom central notice pressure","401.31","true"
"221","Offer Democrat dark maybe","13.83","true"
"222","Marriage pick perhaps science boy","406.87","false"
"223","Early range","174.11","false"
"224","Mean big","468.98","false"
"225","Deep few our capital affect","252.31","false"
"226","Cover finally behavior billion","52.11","true"
"227","Mother answer through","146.05","false"
"228","Through field","225.32","false"
"229","Sense only something","321.36","true"
"230","Indicate my send for avoid","492.24","false"
"231","Control box anyone","91.31","false"
"232","Voice author","223.96","false"
"233","Material list","318.17","true"
"234","Pattern next college same carry","342.47","false"
"235","Nothing fight whatever today","94.94","true"
"236","Other left mention","150.59","true"
"237","Democratic option student husband","191.17","false"
"238","Answer dark trial listen","487.14","true"
"239","Sing rise character form","440.72","true"
"240","Rest resource consider give","178.92","true"
"241","Price sign pressure training","55.11","true"
"242","Watch cell head century have","271.18","false"
"243","Key sort likely short own","322.73","false"
"244","Grow such party involve well","48.36","true"
"245","Give bank air","500.79","true"
"246","Drive management physical","48.16","true"
"247","Piece wrong interesting most knowledge","310.05","false"
"248","Apply sound","278.12","true"
"249","Lose their","85.35","true"
"250","Pull TV think","405.27","false"
"251","Letter relationship I approach","482.63","true"
"252","Along air but fear","432.90","false"
"253","Company too bed main","342.31","true"
"254","Trade very bank","33.86","true"
"255","Whose country","464.65","false"
"256","Reality truth","244.38","true"
"257","Successful way might","353.66","true"
"258","Over power various name close","13.04","false"
"259","Mention table","49.06","true"
"260","Throw probably also","425.86","true"
"261","Cultural now before","187.14","true"
"262","Never nice agency","275.95","false"
"263","Citizen way","179.86","false"
"264","Memory improve nice same stand","148.31","false"
"265","Attention dog arrive business together","389.86","false"
"266","Identify see","234.82","true"
"267","Write attorney","489.03","false"
"268","Remain since truth range","194.87","true"
"269","Indeed best","297.18","true"
"270","Suffer of impact push","268.10","false"
"271","Follow happen support serve everybody","424.91","true"
"272","Medical article million design","66.01","false"
"273","Rate stage watch raise dark","384.47","true"
"274","Might food action level","84.62","false"
"275","Yard mouth floor green","115.74","true"
"276","Create blood act hundred","109.63","false"
"277","Structure east she son","80.40","false"
"278","Ball edge yourself deal seek","388.36","true"
"279","Huge people believe be follow","37.34","false"
"280","Little behavior gun two","1.39","true"
"281","Common name adult","390.60","true"
"282","Dinner tend act","69.02","true"
"283","Night window own stand","327.51","true"
"284","Window yet common","60.14","false"
"285","Kitchen radio wait","267.14","true"
"286","Turn born friend own hit","425.27","false"
"287","Others situation clearly","242.89","true"
"288","Choice represent return","32.31","false"
"289","Teach wide number","357.18","true"
"290","Difference oil room political","92.85","true"
"291","Difference allow","236.29","true"
"292","Ability military instead trade","213.71","false"
"293","Radio center","384.06","true"
"294","Once just number","475.60","false"
"295","Career seem","458.10","false"
"296","Suggest production perform window","479.43","true"
"297","Material a miss","10.48","true"
"298","Role cost look civil choose","135.82","true"
"299","And technology fact","185.64","true"
"300","Any instead realize","56.27","true"
"301","Statement paper natural","98.73","false"
"302","From none consider happen certainly","186.61","false"
"303","Deep feeling choice","422.89","false"
"304","Sort difference decade choose weight","195.31","true"
"305","Character idea administration","113.91","true"
"306","Community plan wall east treat","313.52","false"
"307","Actually discussion relate trip hotel","46.16","false"
"308","Individual about","279.25","false"
"309","Ahead discover draw yet","128.31","false"
"310","Mention will happy than","275.53","false"
"311","Style whose believe time","312.28","false"
"312","Mouth clearly crime election activity","104.11","false"
"313","Money would realize","54.48","false"
"314","Between subject life agree family","447.15","false"
"315","Write behavior","53.38","true"
"316","Example tend heart strong","455.85","true"
"317","Attention piece firm","299.86","false"
"318","Skill quality finish","369.07","false"
"319","Season under expect house","197.09","true"
"320","Network understand require","249.27","true"
"321","Real mother","135.14","false"
"322","Sea son such participant thank","429.12","true"
"323","Bad of professional","233.50","false"
"324","Onto stand training whom test","398.36","false"
"325","Foot kid least away","107.18","false"
"326","Sound better choose return consider","219.12","true"
"327","Risk thank hundred worry special","23.74","false"
"328","Wife here cup kind effort","321.11","false"
"329","Create history investment difference","111.56","false"
"330","Camera their western free","115.65","false"
"331","Century can sing","274.15","true"
"332","New site","71.40","false"
"333","Suddenly conference anyone his cup","297.39","false"
"334","Rise participant","418.06","false"
"335","President change","37.71","false"
"336","Stock court several","10.24","false"
"337","Commercial treatment","70.48","true"
"338","Certain first very","36.62","false"
"339","Meet lose set","158.10","false"
"340","Few television foreign study","96.83","false"
"341","Response hope live","405.68","true"
"342","Stay but","127.04","false"
"343","Necessary democratic top low","96.36","true"
"344","Town class arm have","116.12","true"
"345","Happen especially manager could she","420.62","true"
"346","Young hotel","448.90","true"
"347","Time whether city environment","271.11","true"
"348","Grow political","487.03","false"
"349","No challenge open top","442.27","true"
"350","Standard born let water","78.23","true"
"351","Fine pressure","248.17","true"
"352","Morning image","132.77","true"
"353","Heart moment actually","316.31","false"
"354","Good special","400.14","false"
"355","Matter thing also remain","258.02","true"
"356","Agreement catch here notice","152.12","false"
"357","Fill behavior toward beautiful oil","171.90","true"
"358","Down with where figure collection","378.80","true"
"359","Democratic civil reduce","447.20","true"
"360","Company food","305.41","true"
"361","Thousand measure draw","418.43","true"
"362","Interview white interesting","433.03","false"
"363","Partner candidate west","218.43","true"
"364","Easy environmental time","14.40","true"
"365","Light assume move guess","53.21","true"
"366","Send type city own","492.55","false"
"367","Money north","322.46","false"
"368","Company think could","488.68","true"
"369","Have executive cold walk","244.31","true"
"370","Policy sell where occur","458.30","true"
"371","Hold reality read","475.50","false"
"372","Win recent lose agree back","241.44","false"
"373","Admit TV","54.75","true"
"374","Nice generation term natural","100.08","false"
"375","Third city goal everyone special","332.46","false"
"376","Bit until item from","48.29","false"
"377","Music group","157.35","false"
"378","Company executive book market","313.31","true"
"379","Fish according seat","344.05","true"
"380","Plan amount","264.09","true"
"381","Effort local","393.19","false"
"382","Keep see write treatment","4.70","false"
"383","Recent although one","367.71","true"
"384","Cost there magazine miss itself","274.05","false"
"385","Account page","463.18","false"
"386","Week crime body property","142.87","true"
"387","Environmental cup talk","176.48","true"
"388","Country quite section that","37.99","true"
"389","Sell against weight Mr seek","465.70","true"
"390","Section short serious option understand","58.73","true"
"391","Attorney political firm","155.17","false"
"392","Together evidence east","224.29","true"
"393","Art daughter purpose","165.99","true"
"394","Positive hot","388.11","true"
"395","Player suffer","425.51","true"
"396","Free wait","475.80","false"
"397","Against history","149.97","true"
"398","Work morning natural trade Congress","342.46","false"
"399","Small fill majority behavior","128.10","true"
"400","Or establish player wide table","464.14","false"
"401","Report leave accept","490.49","true"
"402","Music around","69.17","true"
"403","Interest sing series","261.95","true"
"404","Seat doctor hope best throughout","391.26","true"
"405","Method subject voice skill enjoy","211.41","true"
"406","Least strong card","100.29","false"
"407","House determine apply letter","353.60","true"
"408","Matter add walk participant","16.93","true"
"409","Green not","12.81","false"
"410","Light ahead international","47.76","false"
"411","War likely pattern","490.60","true"
"412","Even use reduce though","389.86","false"
"413","Half enter country red recognize","485.73","false"
"414","Opportunity drug suffer physical technology","464.07","true"
"415","Ready television some","341.48","true"
"416","Operation sport same name","345.29","false"
"417","Usually ready research data","309.00","false"
"418","Above parent avoid","421.74","false"
"419","More camera hear","457.01","false"
"420","Pull out adult before military","354.36","false"
"421","Factor alone region find","150.69","false"
"422","Away have employee","111.61","false"
"423","Account court skin star series","304.55","false"
"424","Challenge right minute produce","400.43","true"
"425","Recent general street career","230.15","false"
"426","Six chance","241.39","false"
"427","Piece contain media act","24.48","true"
"428","Bag simple total beat","320.45","false"
"429","Then thing power hope suddenly","360.77","false"
"430","Cultural land","206.30","true"
"431","Crime hit stop off","426.19","false"
"432","Husband not hour deep so","125.16","false"
"433","Church again night","466.90","true"
"434","Body service offer try","213.96","true"
"435","Catch them bar on","233.67","false"
"436","Director reveal party","280.08","true"
"437","Probably line professor","92.73","false"
"438","Current red","70.65","false"
"439","Community food sister break","97.30","true"
"440","Sister up from","296.53","false"
"441","Task in chair","145.78","false"
"442","Month how address indeed three","367.86","false"
"443","Congress industry list bit","388.41","true"
"444","Hotel process field happy","99.16","true"
"445","Cup herself attorney","451.87","false"
"446","Rule kid ever magazine","203.30","true"
"447","Care though pattern sit accept","140.96","true"
"448","Buy mouth find","227.21","false"
"449","Low single human","351.04","true"
"450","Practice ahead site","178.22","false"
"451","List none door indeed","11.00","false"
"452","Pretty suggest member","111.53","true"
"453","Forward late chance","341.76","false"
"454","Occur people","186.38","true"
"455","Our human woman","94.55","false"
"456","Class become","102.95","true"
"457","Stuff couple beat nature phone","16.52","true"
"458","Toward family such","306.92","false"
"459","Everything explain","54.49","true"
"460","Use growth short camera","440.33","false"
"461","Finish year beyond","265.05","false"
"462","Dog option","92.14","true"
"463","No anyone add speak","426.30","true"
"464","Front sea out focus","481.39","true"
"465","Item right","405.58","true"
"466","Join meet into","200.21","true"
"467","Dark however","52.44","false"
"468","Attention standard","286.69","false"
"469","Toward home several follow couple","28.99","false"
"470","Chance cost tax get","275.78","false"
"471","Allow history item foot","224.98","false"
"472","Factor anyone hear","379.21","false"
"473","Hope sense few according writer","224.42","false"
"474","Cut plan popular","121.88","false"
"475","During reality difference foot this","199.54","false"
"476","Save team leave","39.54","false"
"477","Run suggest hair","263.13","false"
"478","Fast recently school share sometimes","174.08","true"
"479","Story city indicate instead sense","26.87","false"
"480","According use save ten","207.74","true"
"481","Opportunity produce","233.06","true"
"482","Eat blue build president","42.58","true"
"483","Computer charge wall","48.71","true"
"484","Magazine summer book","322.96","true"
"485","Bring someone sense generation tend","315.57","true"
"486","Room on worry successful","115.82","true"
"487","Right discuss his report author","43.52","true"
"488","Ok listen painting","460.37","true"
"489","Tell mother hit","304.57","true"
"490","War law help dark","182.86","false"
"491","Until recently section","242.72","false"
"492","Address pull yes me","250.67","true"
"493","Easy with policy join","306.08","false"
"494","Per want home skill public","440.93","true"
"495","Standard pull sister answer","322.56","true"
"496","Detail property whatever everybody offer","301.91","true"
"497","Week per property","361.81","false"
"498","Member stop admit","305.30","false"
"499","Maybe final near perhaps","256.52","true"
"500","Spring throughout","243.10","false"
"501","Fill deal","483.42","false"
"502","How arm indicate less simple","114.97","false"
"503","Behavior travel everybody","186.94","false"
"504","Spring strong","227.48","true"
"505","Team place as history","5.03","true"
"506","Church church second catch","216.29","false"
"507","Ten interview think step","179.66","true"
"508","Series very site","238.03","false"
"509","Type firm government","250.71","false"
"510","Magazine able tax with condition","227.53","true"
"511","Wall main say","79.85","true"
"512","Across walk hope we","299.12","true"
"513","General somebody hard","228.35","false"
"514","Prove today help according","125.45","true"
"515","Million alone view matter","161.88","false"
"516","Change develop develop","390.60","true"
"517","Event whom attack","363.17","true"
"518","Sister something lose","106.06","false"
"519","Edge situation meet camera right","62.14","false"
"520","Gas myself medical market","290.05","true"
"521","Tough guy thousand loss","129.91","false"
"522","System go every","135.10","true"
"523","Act strong well maybe","347.55","true"
"524","Or evidence pattern art","242.65","true"
"525","Particular beat kid impact","413.38","false"
"526","Edge state need available","266.40","false"
"527","Section point upon spend","139.22","false"
"528","Necessary allow energy reflect","447.66","false"
"529","Part four under one stock","333.58","true"
"530","Increase thought picture","37.81","false"
"531","Success computer","190.15","true"
"532","Year establish just can left","30.87","true"
"533","No respond wait pass","232.35","true"
"534","Remember change interesting statement town","227.15","true"
"535","Message model finally lose product","372.78","true"
"536","Mission collection while provide","460.96","false"
"537","Involve within us appear","329.37","true"
"538","Responsibility mean others over","186.65","false"
"539","Market left describe not property","374.67","true"
"540","We sense develop race","26.18","true"
"541","Training movie what modern","413.11","true"
"542","Way third simply alone","217.71","false"
"543","Source public","134.89","false"
"544","Big across","294.45","false"
"545","Magazine single which nation","167.49","false"
"546","Stay like size local","351.95","false"
"547","Marriage war church quite stuff","246.64","true"
"548","Material protect","161.55","false"
"549","Everyone image camera contain","296.58","false"
"550","Employee environment practice","466.92","false"
"551","Science government third","344.78","true"
"552","Tough collection","416.76","false"
"553","Finally opportunity wrong","85.30","false"
"554","Life everything","282.21","true"
"555","Quality say good wonder","105.22","true"
"556","Everybody government report order","23.76","false"
"557","Those ground small remain","114.56","true"
"558","Picture one have project anyone","468.47","true"
"559","The know go lay","167.49","false"
"560","Successful professional military turn","109.94","false"
"561","Blue modern offer move policy","13.47","true"
"562","Maybe official spend simple science","382.20","false"
"563","Pull speak best member six","253.58","false"
"564","Term image","205.12","false"
"565","Raise medical","247.20","true"
"566","Agree bill","269.07","false"
"567","Several offer American do","122.78","false"
"568","Miss agreement world view","263.56","true"
"569","Personal trip increase","237.25","true"
"570","Begin Mr","86.83","true"
"571","Allow building use million none","19.42","false"
"572","Man father court","463.53","true"
"573","Sense manager","343.76","false"
"574","Indicate himself nothing","125.18","false"
"575","Least throughout agency","397.04","true"
"576","Buy again push","336.61","true"
"577","Pay other raise heavy","463.42","false"
"578","Anything sense early","423.07","true"
"579","Ten science her","500.22","false"
"580","Artist little","164.28","true"
"581","Group seek away","314.41","true"
"582","Industry least","42.63","true"
"583","Attack rock voice","313.27","false"
"584","Sort argue why","20.23","false"
"585","Last cause already","229.66","true"
"586","Particular during from away be","349.64","false"
"587","Later draw","175.51","false"
"588","Open eye hold far","397.62","false"
"589","Standard front memory","201.94","false"
"590","Range beyond who onto","263.96","true"
"591","Want tonight north south maybe","86.43","true"
"592","Firm party","476.32","false"
"593","Development another bit police","423.80","true"
"594","Term notice up without other","93.43","true"
"595","Morning her","163.37","true"
"596","Walk lot","31.53","true"
"597","Subject wind example report","420.02","true"
"598","Walk detail to","30.03","false"
"599","Together decade difficult focus see","108.52","false"
"600","Stand take all employee change","432.08","true"
"601","Work Congress boy total key","273.43","true"
"602","International read personal","354.64","true"
"603","Large choose administration brother","291.45","true"
"604","Time issue government candidate","267.53","false"
"605","He represent music agree","229.29","true"
"606","Hundred place PM","209.60","true"
"607","Official anyone","435.72","false"
"608","Source room coach","413.95","false"
"609","Other movement determine","51.13","false"
"610","Huge argue prepare","149.39","false"
"611","Huge even eat ability believe","279.52","false"
"612","Dream discussion never major","216.09","true"
"613","Name manage wife","367.69","true"
"614","Various any wife","450.39","true"
"615","Record young member","144.90","false"
"616","Course bill","239.58","true"
"617","Oil gun once clear four","358.36","true"
"618","Data remember","435.23","true"
"619","Drop country rise","59.55","true"
"620","Lawyer among wife","238.36","true"
"621","Eight care bed attention difficult","58.04","true"
"622","Threat occur possible conference political","156.13","true"
"623","Media including enter","195.10","true"
"624","Although exactly","263.32","true"
"625","Total small civil","386.60","false"
"626","Out difficult change imagine","350.34","true"
"627","Long later hand bad","335.54","true"
"628","Vote drive find","119.59","true"
"629","Full more season himself","95.08","true"
"630","Piece environment better start traditional","202.90","false"
"631","Stand final lay","105.27","true"
"632","Forward law lot cut","271.08","true"
"633","Movie thousand bit","38.64","false"
"634","Ground produce certain really defense","355.39","true"
"635","Country not sell","122.62","false"
"636","Indeed point night","112.70","false"
"637","Bar very some safe","230.49","false"
"638","Represent production","323.85","true"
"639","Lose just behind development avoid","341.73","true"
"640","Agency benefit while","386.26","false"
"641","Evening ground leg","169.64","true"
"642","Answer Mrs","180.90","true"
"643","Only say friend possible","417.96","true"
"644","Animal cover","417.44","true"
"645","Example have","223.16","false"
"646","Present why our","12.21","false"
"647","Can worry","240.50","true"
"648","Choose their tend walk","188.28","false"
"649","Commercial color son certainly","418.44","true"
"650","Mention audience near","83.69","true"
"651","Stand image","424.13","false"
"652","Fire learn activity red toward","30.39","false"
"653","Student own evening collection course","312.54","false"
"654","Organization simply spring","468.37","false"
"655","Mind but energy","130.72","false"
"656","Probably say than wish care","308.35","false"
"657","Share type message despite","307.97","false"
"658","Friend piece unit system","206.20","true"
"659","Game success foreign","354.70","true"
"660","Institution home enough early","196.09","true"
"661","Glass section baby eat","296.27","true"
"662","Special leader why use marriage","209.04","false"
"663","They soldier then risk","352.00","true"
"664","World whom growth serve","409.99","false"
"665","Million wish source many","229.61","false"
"666","Score relate when soon","410.35","true"
"667","Church painting leg attention such","8.20","false"
"668","Position pull choice return likely","432.79","true"
"669","Answer effort open for","150.47","true"
"670","Attack cover heavy","383.85","false"
"671","Lot put dinner American difference","62.00","false"
"672","At expect offer personal pattern","158.91","true"
"673","Other break cover success","448.83","false"
"674","Population finish me","128.99","false"
"675","Southern along behavior language","158.48","false"
"676","Over decade above under among","466.49","false"
"677","Compare continue rich","448.16","true"
"678","Point on","385.03","false"
"679","Trip have big","415.16","true"
"680","Rich along","198.98","false"
"681","Anyone drive newspaper","439.05","false"
"682","Food subject full walk move","378.17","false"
"683","Stand choose national","497.99","false"
"684","Manage recognize this","134.10","true"
"685","These American article cup","313.61","true"
"686","Human lead lot","328.52","true"
"687","Choose example expect","172.84","true"
"688","Woman current management seek","145.70","false"
"689","Share pattern radio","153.05","true"
"690","Tax low but","104.38","true"
"691","Evening radio page recently","337.88","false"
"692","Score reason reason","202.64","false"
"693","Though over why","421.11","true"
"694","Natural black anything arrive go","422.78","false"
"695","That lay size feeling","142.76","false"
"696","Big commercial until hit heart","242.67","true"
"697","Until draw very","103.50","true"
"698","Than notice","479.44","true"
"699","Against several","243.80","false"
"700","Explain admit war station","289.08","false"
"701","Voice play small mouth president","130.22","false"
"702","Spring west traditional","473.74","true"
"703","West long suddenly throughout","306.15","false"
"704","Medical together","442.75","true"
"705","Force section throw represent","303.30","true"
"706","Out require realize probably","358.30","false"
"707","Together too three whose","264.88","true"
"708","Writer window firm writer father","338.44","true"
"709","Training indeed site north","396.77","false"
"710","Hand area","268.23","true"
"711","Apply determine weight such traditional","94.68","false"
"712","Bag kind","82.07","false"
"713","Kind stay relationship believe","61.04","false"
"714","Water others","83.63","false"
"715","Smile also Democrat how","486.83","false"
"716","Maintain support while","227.19","false"
"717","Court serve","98.37","true"
"718","Occur including","276.59","false"
"719","Eight play camera suffer","353.71","true"
"720","Attorney by discussion avoid Congress","53.15","false"
"721","Paper kind","451.60","true"
"722","Picture choice stock base","407.29","false"
"723","Choice threat already former","173.88","false"
"724","Religious head friend their","40.97","true"
"725","Million add company industry","345.19","false"
"726","Half alone memory democratic","367.73","false"
"727","Loss no","47.39","true"
"728","Able physical discuss opportunity cell","86.39","true"
"729","Wide lot recently","341.22","true"
"730","Second necessary key","92.26","true"
"731","Leave since writer always","214.28","false"
"732","Service he voice","432.04","true"
"733","Control area tax plant","459.01","true"
"734","Commercial low future","286.40","true"
"735","Culture study available example north","398.52","true"
"736","Every the her","199.87","false"
"737","Value than believe worker prepare","414.11","false"
"738","And hour thus bad","104.39","false"
"739","Should always arrive","495.59","false"
"740","Security large","274.89","false"
"741","Risk listen second","166.42","false"
"742","Effort recognize support small right","209.11","false"
"743","Two get give","95.82","false"
"744","Ten maintain author","92.77","false"
"745","School body party blue","477.31","true"
"746","Would Congress forget morning window","311.57","false"
"747","Learn begin","360.14","false"
"748","Doctor affect","381.62","true"
"749","When executive","309.88","true"
"750","Community administration majority do","179.91","false"
"751","Trouble interview care","121.65","false"
"752","Son himself talk","55.83","true"
"753","Society free recognize","339.45","true"
"754","Least coach stay","435.32","false"
"755","Store garden cut letter expert","35.77","true"
"756","Check him me","186.73","true"
"757","Sort avoid see recognize","99.30","false"
"758","Often employee still","124.36","false"
"759","Heavy money dream","126.74","false"
"760","It market audience","325.95","true"
"761","Different decide fast most","67.38","true"
"762","Collection big scene","316.85","true"
"763","Phone produce","387.47","true"
"764","Yourself always","449.56","false"
"765","Perhaps exactly consumer anything","490.07","true"
"766","Must group already smile","174.00","true"
"767","Few small protect","137.18","false"
"768","Issue imagine","12.03","false"
"769","Assume billion off book agency","10.97","false"
"770","Never admit reduce statement","122.99","false"
"771","Research return skill rise","66.11","false"
"772","Expert space goal religious","413.11","true"
"773","Discussion without successful catch","25.06","true"
"774","Kid however billion","115.58","false"
"775","Carry travel themselves","199.06","true"
"776","Institution ok notice west task","349.91","true"
"777","A hot year recently","87.45","true"
"778","Which through west","428.10","true"
"779","Ten by","37.44","false"
"780","They whatever food compare general","63.69","true"
