"215","466","644","1989-12-27 04:53:20"
"216","190","1593","2005-07-22 17:09:17"
"217","79","1166","2017-08-27 01:31:51"
"218","280","1922","2005-08-23 14:01:58"
"219","47","689","1978-02-16 05:38:30"
"220","99","601","1990-11-05 16:23:09"
"221","333","1654","1996-07-10 22:40:56"
"222","76","1672","2007-10-14 11:31:36"
"223","183","1550","1983-07-12 17:58:49"
"224","236","572","1970-01-26 15:06:13"
"225","347","871","2016-03-05 10:40:03"
"226","498","995","2005-10-03 22:50:19"
"227","320","183","2006-10-01 11:36:03"
"228","119","71","1988-04-21 03:55:52"
"229","192","1804","2013-01-20 20:12:37"
"230","45","1171","1997-07-02 21:47:56"
"231","104","641","1984-09-29 14:20:24"
"232","327","532","2021-01-13 12:33:27"
"233","172","121","1975-03-24 19:54:58"
"234","79","1067","1997-07-29 10:45:41"
"235","369","535","1996-10-07 17:42:05"
"236","17","278","1999-07-12 22:50:29"
"237","401","1199","1996-07-16 23:37:10"
"238","475","752","1996-10-24 00:14:47"
"239","284","238","1997-05-17 06:21:50"
"240","387","1832","1981-10-06 05:59:09"
"241","415","798","2009-02-09 09:05:49"
"242","295","919","1976-11-06 13:08:20"
"243","360","1667","2007-03-05 10:07:19"
"244","440","459","2007-12-29 15:19:45"
"245","171","1095","1999-06-25 07:35:10"
"246","309","1832","1986-06-16 05:03:32"
"247","206","1975","1996-05-23 03:22:27"
"248","226","605","1992-08-31 03:50:27"
"249","103","1607","1979-10-20 11:58:34"
"250","312","1670","1987-01-16 01:33:23"
"251","198","1416","2018-08-31 15:50:55"
"252","297","870","2021-01-24 09:22:29"
"253","319","1521","1972-04-15 11:19:23"
"254","48","1319","2001-04-07 10:39:58"
"255","75","1268","1981-11-01 23:23:21"
"256","328","1770","2012-11-14 08:19:36"
"257","433","1736","1982-05-01 19:08:57"
"258","10","696","1971-02-18 01:30:36"
"259","54","1894","1989-01-02 21:25:30"
"260","38","756","1970-09-25 03:59:31"
"261","308","1323","1991-06-11 12:13:52"
"262","222","198","1998-10-30 17:50:07"
"263","178","16","1982-01-20 07:53:43"
"264","450","902","2014-10-16 04:00:25"
"265","168","745","2018-07-29 02:35:13"
"266","451","452","1983-01-07 02:56:45"
"267","481","1742","2004-03-17 01:44:36"
"268","9","1508","1982-03-26 18:26:23"
"269","357","1477","2013-02-05 05:24:17"
"270","329","649","1999-07-23 07:01:30"
"271","257","864","2021-05-19 08:36:29"
"272","85","535","2014-09-04 23:52:37"
"273","102","1744","1983-05-14 02:25:08"
"274","128","251","2016-12-25 05:24:53"
"275","376","1887","2005-07-07 04:22:25"
"276","117","1111","2020-06-21 08:38:35"
"277","345","697","1990-04-07 05:44:25"
"278","397","1178","1980-04-25 03:10:25"
"279","196","1242","2006-06-16 21:50:35"
"280","329","1962","2005-04-03 08:24:03"
"281","151","1301","1971-01-01 12:34:17"
"282","296","981","1977-12-05 03:32:35"
"283","437","641","1980-06-16 18:47:53"
"284","134","1775","2015-05-26 15:13:10"
"285","317","1962","1978-02-22 15:39:29"
"286","323","122","2003-11-02 12:44:48"
"287","245","1205","2008-04-01 23:55:55"
"288","137","1432","1997-07-24 11:56:38"
"289","209","561","1985-04-30 03:49:31"
"290","390","980","2014-12-26 16:10:51"
"291","121","344","1994-06-17 11:15:58"
"292","102","1726","1972-05-02 08:35:35"
"293","494","1982","1985-07-31 12:44:21"
"294","169","666","2018-08-15 11:07:13"
"295","436","721","1991-05-05 04:46:39"
"296","21","241","2011-12-27 20:37:20"
"297","398","1023","2014-04-15 07:30:44"
"298","427","968","2002-08-07 07:12:41"
"299","129","155","1994-11-20 17:57:26"
"300","108","606","1998-02-06 00:18:53"
"301","339","1019","2010-05-16 18:45:15"
"302","467","319","1991-10-02 11:53:45"
"303","271","1455","1994-05-20 09:17:20"
"304","411","569","1975-10-05 21:37:23"
"305","208","293","1981-04-16 13:26:20"
"306","164","1837","2012-11-10 05:50:54"
"307","279","1623","1970-12-03 03:58:18"
"308","299","1521","1993-05-31 17:39:22"
"309","411","1011","2012-01-28 15:18:32"
"310","301","806","1975-01-29 18:38:32"
"311","300","1082","2017-09-13 10:50:34"
"312","279","1335","1974-02-21 07:50:48"
"313","396","249","2010-07-13 03:37:56"
"314","117","1472","1971-04-22 20:30:21"
"315","289","965","2011-06-24 11:25:27"
"316","58","1753","2020-04-02 18:44:37"
"317","349","449","2018-11-01 01:47:36"
"318","432","882","1986-05-23 11:24:57"
"319","401","1236","2017-02-10 02:30:31"
"320","495","484","1975-02-09 09:07:44"
"321","200","11","2000-01-19 14:24:13"
"322","69","1167","1970-12-25 15:54:57"
"323","16","1357","2019-03-07 13:58:27"
"324","413","1218","2008-10-10 09:49:27"
"325","412","1302","1979-02-17 05:20:08"
"326","449","624","2020-12-20 00:01:48"
"327","216","1613","1971-02-06 18:18:30"
"328","240","1112","2017-03-24 23:44:23"
"329","442","98","1978-12-17 02:45:00"
"330","379","1578","1999-02-27 18:47:44"
"331","487","1962","2017-04-25 08:34:52"
"332","442","203","1986-03-13 18:58:54"
"333","299","1102","1992-04-19 13:23:30"
"334","101","1623","2011-10-12 10:48:10"
"335","491","968","2006-03-17 00:55:57"
"336","160","1782","2003-10-02 09:20:40"
"337","5","914","2013-05-27 00:32:12"
"338","437","1753","1972-02-22 15:10:06"
"339","355","388","1999-11-29 04:43:30"
"340","336","1747","1980-09-21 03:21:47"
"341","341","1212","1996-04-24 03:59:16"
"342","235","1184","1981-05-11 20:38:34"
"343","80","125","1989-05-04 21:13:57"
"344","408","859","2007-01-25 04:54:20"
"345","146","102","1999-06-28 08:34:35"
"346","302","833","1999-02-22 06:53:34"
"347","145","1917","2021-04-26 03:43:34"
"348","157","1094","1979-10-18 12:05:26"
"349","7","1346","1991-02-03 11:26:09"
"350","380","745","2002-09-15 13:39:45"
"351","384","1516","1976-04-29 11:41:33"
"352","295","961","2007-01-26 19:57:18"
"353","112","899","1997-09-22 04:41:16"
"354","411","824","1980-11-01 09:58:00"
"355","306","865","1993-01-15 03:07:28"
"356","46","1217","1983-12-26 14:17:30"
"357","327","1566","2011-03-05 21:17:58"
"358","397","271","2003-02-05 18:05:45"
"359","65","269","2004-02-03 18:12:21"
"360","355","1047","1976-07-14 12:29:05"
"361","344","1466","1993-01-13 06:36:24"
"362","383","1670","1974-02-27 00:52:46"
"363","30","1930","1998-08-07 07:28:33"
"364","63","1812","2010-06-02 14:49:33"
"365","72","189","1989-05-05 10:31:36"
"366","174","30","2006-07-28 21:05:34"
"367","52","198","1991-10-16 06:39:36"
"368","77","495","1986-11-25 06:44:44"
"369","350","585","1970-07-22 10:37:38"
"370","140","1445","1978-11-01 10:04:09"
"371","5","1546","2010-08-21 03:01:24"
"372","258","1011","1980-02-27 14:45:56"
"373","181","459","1995-01-07 23:57:27"
"374","112","466","1987-10-29 14:06:13"
"375","186","1602","1981-04-26 05:18:31"
"376","243","251","1988-05-16 20:09:57"
"377","139","669","1993-02-14 03:35:18"
"378","380","955","1978-11-01 20:59:03"
"379","96","596","2003-12-23 08:45:37"
"380","21","1236","2011-04-26 03:22:31"
"381","387","1943","2006-05-21 23:32:43"
"382","477","872","1994-06-20 08:27:34"
"383","463","1037","1980-03-08 15:02:12"
"384","475","1094","1987-09-23 20:40:22"
"385","22","1394","2017-03-14 20:33:24"
"386","393","902","1970-03-08 20:11:15"
"387","285","1887","2020-08-22 16:31:12"
"388","198","1025","1975-11-01 00:12:08"
"389","294","869","1996-04-22 13:08:16"
"390","249","618","1991-05-28 21:24:56"
"391","253","1852","1985-04-06 23:01:58"
"392","291","595","2000-01-21 15:58:10"
"393","497","1583","1974-11-21 13:41:06"
"394","55","780","1985-08-29 13:21:57"
"395","56","1272","1995-07-17 18:39:19"
"396","431","1657","1982-01-19 09:36:58"
"397","108","488","1975-07-10 14:44:32"
"398","253","1151","1993-08-13 16:02:51"
"399","480","110","2018-06-07 21:28:02"
"400","107","1361","1983-08-24 02:21:51"
"401","208","1846","2020-09-23 04:43:37"
"402","314","679","2009-03-24 21:02:48"
"403","491","882","1984-10-22 11:54:18"
"404","74","672","2019-10-25 11:13:57"
"405","245","1045","1990-01-30 00:38:50"
"406","29","488","1998-12-21 11:24:35"
"407","332","251","2017-11-09 11:20:54"
"408","279","125","1974-03-30 08:42:52"
"409","410","1261","1970-02-26 10:57:06"
"410","423","134","2010-09-01 01:04:13"
"411","404","300","1983-04-11 23:56:15"
"412","382","1067","2019-08-14 18:03:30"
"413","477","1459","1972-07-05 19:19:17"
"414","413","1094","1982-06-16 21:54:57"
"415","331","693","1994-07-29 07:25:24"
"416","217","1054","1996-07-12 03:32:45"
"417","63","135","1981-10-21 04:29:41"
"418","320","485","1970-07-30 19:54:13"
"419","223","1550","1977-12-29 19:53:25"
"420","30","977","2009-06-06 09:28:22"
"421","258","1484","2011-08-20 22:22:13"
"422","64","1328","1974-01-11 00:43:52"
"423","353","1416","1988-01-18 23:36:48"
"424","489","1164","2014-07-01 02:02:26"
"425","331","1491","2021-10-14 00:32:39"
"426","440","1702","1990-11-28 11:42:46"
"427","457","24","1989-06-30 15:18:30"
"428","358","1118","1975-03-17 21:14:48"
"429","308","1643","2018-09-21 06:59:55"
"430","191","616","1995-06-18 21:31:44"
"431","102","1471","1978-06-14 18:52:27"
"432","300","1853","2002-11-02 19:08:49"
"433","425","721","1974-02-14 17:04:49"
"434","293","638","1985-10-15 06:49:45"
"435","308","1855","1984-08-23 21:34:58"
"436","332","991","1972-04-04 23:08:05"
"437","292","1926","1980-01-30 20:02:59"
"438","132","1909","1981-07-07 06:26:20"
"439","65","239","2002-07-08 01:42:46"
"440","56","1127","2017-09-04 20:12:42"
"441","215","1265","2008-10-14 19:04:01"
"442","430","753","1986-12-04 08:54:18"
"443","190","1516","1980-09-16 10:09:17"
"444","68","818","2000-04-20 03:39:39"
"445","226","865","2012-08-27 00:33:56"
"446","52","1290","2000-01-04 14:26:45"
"447","384","186","2017-06-07 19:10:28"
"448","5","937","2017-05-10 03:06:49"
"449","98","1100","2012-12-13 00:52:51"
"450","421","535","2007-11-18 20:44:33"
"451","275","857","2017-03-14 08:38:32"
"452","431","351","2008-05-15 11:47:58"
"453","146","1622","2013-06-06 04:24:54"
"454","24","1832","1995-08-13 11:37:39"
"455","471","1651","2003-10-19 19:06:56"
"456","408","1063","1983-06-15 07:19:29"
"457","158","1472","1987-08-14 08:58:34"
"458","187","465","2020-04-03 09:46:43"
"459","262","1529","2003-09-13 21:55:05"
"460","280","1965","1994-11-25 21:54:55"
"461","490","462","1974-01-22 18:38:03"
"462","272","1084","2013-10-01 13:01:57"
"463","292","1737","1977-05-05 01:03:35"
"464","257","355","2018-01-11 16:24:55"
"465","37","1313","2012-08-26 04:41:46"
"466","126","1066","2003-04-05 20:31:01"
"467","229","1415","2001-12-23 12:13:53"
"468","15","814","1970-09-14 17:35:23"
"469","399","1676","2019-09-25 21:48:47"
"470","216","1673","2011-12-12 00:43:44"
"471","345","45","2008-01-21 23:35:24"
"472","372","1329","1978-06-19 18:54:46"
"473","3","489","1970-10-02 07:13:54"
"474","251","1319","1988-12-28 08:21:02"
"475","112","1943","1973-05-15 21:52:54"
"476","93","783","2006-08-18 05:20:15"
"477","495","1782","2007-11-22 09:04:59"
"478","482","12","2015-04-30 19:51:31"
"479","64","814","2011-04-06 19:51:00"
"480","41","1195","2003-06-03 04:25:48"
"481","27","510","1998-10-28 15:19:48"
"482","98","1633","1991-10-07 23:21:51"
"483","179","698","1986-07-21 17:53:18"
"484","285","1870","2019-01-03 06:13:01"
"485","159","1444","1996-04-01 08:11:08"
"486","388","239","1982-07-04 16:42:35"
"487","37","257","1972-04-18 16:12:03"
"488","68","1608","1992-12-20 23:36:18"
"489","117","305","1992-09-04 17:03:16"
"490","114","627","2004-06-03 10:56:16"
"491","101","1892","2016-03-08 11:10:05"
"492","252","439","1993-10-11 21:57:20"
"493","93","150","1999-12-17 12:53:02"
"494","486","1178","2000-01-16 19:03:58"
"495","392","514","1979-11-13 09:08:28"
"496","35","1626","1990-04-23 09:08:06"
"497","313","178","2003-04-04 04:57:41"
"498","384","1165","1984-01-03 00:58:40"
"499","54","1468","1982-05-16 05:25:14"
"500","190","581","1993-01-02 13:47:25"
"501","322","51","2012-04-04 06:19:14"
"502","436","1105","1975-01-12 14:42:29"
"503","302","833","2013-07-30 17:16:44"
"504","358","1905","1993-08-17 01:05:23"
"505","395","143","1993-10-05 02:23:55"
"506","269","1622","1988-09-14 22:30:13"
"507","292","1157","1998-02-01 05:53:22"
"508","322","902","1986-03-13 20:32:40"
"509","114","879","1993-08-04 15:55:54"
"510","186","1320","1988-07-24 12:56:03"
"511","225","1027","1971-10-05 19:51:24"
"512","106","1756","2004-10-21 04:04:33"
"513","242","1393","1982-09-28 14:46:26"
"514","166","977","1975-07-29 21:38:15"
"515","84","920","2011-05-27 02:00:49"
"516","380","1718","2015-10-16 16:51:26"
"517","167","572","1985-04-05 05:12:40"
"518","293","1616","2018-07-15 06:26:05"
"519","189","1606","2007-07-03 23:57:19"
"520","374","280","2015-05-13 09:07:48"
"521","322","1782","2001-02-21 14:13:22"
"522","470","773","1994-08-11 16:39:28"
"523","171","1118","2015-10-08 15:19:45"
"524","381","146","2005-03-25 20:34:14"
"525","395","1459","1983-05-12 23:53:09"
"526","453","1309","2002-08-30 17:50:17"
"527","324","492","1986-07-30 14:37:10"
"528","346","791","2003-07-30 23:55:18"
"529","453","433","1971-10-27 09:02:28"
"530","164","595","2018-03-14 06:25:47"
"531","278","352","1970-07-20 08:10:30"
"532","408","124","1981-06-04 21:08:27"
"533","50","1634","1999-09-17 20:38:52"
"534","135","649","2010-01-13 04:27:46"
"535","156","1171","1971-05-25 04:59:25"
"536","234","1317","1986-10-01 08:56:59"
"537","360","846","1973-03-17 22:03:25"
"538","108","1940","2020-01-02 01:13:16"
"539","96","975","1979-08-26 18:48:25"
"540","230","951","2017-04-25 15:19:04"
"541","222","1909","1976-10-24 09:49:58"
"542","333","1703","2015-12-26 18:44:06"
"543","362","730","2006-04-26 12:32:21"
"544","479","1259","2012-05-14 15:43:15"
"545","159","1373","2001-10-06 09:42:18"
"546","71","1925","2008-11-21 11:26:53"
"547","366","621","1988-08-17 20:07:01"
"548","252","614","2007-06-24 09:39:08"
"549","100","212","1978-02-12 01:13:32"
"550","124","1766","2014-03-08 10:27:02"
"551","443","1638","2017-05-13 13:17:50"
"552","155","1301","2020-02-14 23:09:25"
"553","41","748","2013-02-10 06:47:27"
"554","472","1118","2009-11-10 00:56:39"
"555","296","1958","1971-03-15 22:05:22"
"556","362","981","2018-09-28 12:39:51"
"557","311","1412","1991-09-17 07:11:20"
"558","279","1288","2001-12-28 09:24:40"
"559","311","1197","2002-06-16 02:24:36"
"560","362","1943","2019-02-03 10:19:07"
"561","382","149","1978-11-05 14:11:20"
"562","59","1691","1989-05-06 06:50:10"
"563","354","1529","2005-09-21 19:52:23"
"564","231","395","2012-09-02 22:40:41"
"565","61","1817","2001-04-11 17:27:26"
"566","419","1600","1997-12-17 21:25:40"
"567","53","684","2011-06-12 05:38:46"
"568","103","777","1970-12-21 19:45:32"
"569","488","1117","2004-05-08 04:58:24"
"570","344","297","1992-02-24 04:27:25"
"571","394","1921","1997-05-28 21:55:35"
"572","245","1021","1975-01-30 16:57:38"
"573","184","1079","2015-09-05 22:41:08"
"574","243","971","1979-12-01 06:36:00"
"575","427","389","2011-01-29 06:14:00"
"576","80","1210","2007-07-21 15:56:48"
"577","7","874","2007-04-12 14:11:39"
"578","43","259","1997-09-07 19:02:41"
"579","60","775","2000-09-01 08:04:10"
"580","258","113","2007-09-29 06:23:17"
"581","450","69","1973-12-12 19:04:06"
"582","427","117","1998-02-08 23:38:01"
"583","152","51","1977-12-29 18:22:40"
"584","138","1600","1997-08-15 13:48:03"
"585","353","729","2016-12-12 00:25:00"
"586","148","1874","1976-08-11 12:25:08"
"587","140","859","2009-06-07 22:41:03"
"588","403","578","1973-04-23 05:11:18"
"589","427","1940","1970-08-31 07:49:43"
"590","145","1191","2008-04-03 23:57:20"
"591","162","1733","1971-03-28 17:30:41"
"592","272","1753","2020-12-16 14:24:25"
"593","64","1875","2014-10-09 17:35:39"
"594","432","1758","1979-05-22 21:21:40"
"595","437","547","1981-05-23 10:49:39"
"596","399","1657","2002-03-11 23:11:48"
"597","472","649","1996-08-26 12:02:10"
"598","61","1155","1984-06-01 05:24:05"
"599","133","1836","2013-12-04 02:29:06"
"600","30","198","1977-05-05 05:53:38"
"601","376","1193","1995-11-27 08:02:51"
"602","468","1581","2019-06-18 00:56:52"
"603","368","1496","1973-07-01 13:51:40"
"604","157","1193","2006-01-31 07:39:11"
"605","147","1473","2011-10-03 04:35:17"
"606","380","957","2009-02-14 11:11:46"
"607","146","1770","2018-06-09 18:24:38"
"608","483","140","2013-05-05 20:02:53"
"609","300","766","1987-06-22 09:11:21"
"610","33","1839","2009-01-26 02:01:11"
"611","158","1046","1984-03-07 11:40:49"
"612","191","84","2012-12-16 20:20:08"
"613","100","1972","1974-04-19 06:15:42"
"614","108","777","1988-12-11 08:44:51"
"615","449","776","2012-03-03 15:33:40"
"616","183","360","1976-11-26 11:43:05"
"617","454","305","1970-03-04 01:50:58"
"618","384","1459","1979-12-08 09:17:35"
"619","122","1262","1996-05-13 17:04:55"
"620","224","1343","2018-03-02 08:03:55"
"621","482","1550","2004-10-04 11:36:51"
"622","148","121","1995-09-13 08:57:33"
"623","78","1925","1974-09-21 10:50:25"
"624","219","360","1985-02-28 10:21:39"
"625","120","486","2003-06-18 01:06:14"
"626","290","697","1984-06-15 23:30:38"
"627","45","1580","1986-08-10 11:03:24"
"628","3","1453","1971-04-06 16:54:02"
"629","374","1220","1983-03-31 05:15:39"
"630","88","777","1977-06-26 15:03:00"
"631","406","133","1997-12-02 16:15:25"
"632","39","1155","1973-10-12 07:05:49"
"633","192","1484","1986-06-25 11:10:08"
"634","112","1646","1998-10-08 10:50:48"
"635","498","1394","2009-11-24 13:59:34"
"636","282","1033","1997-10-15 18:07:05"
"637","48","271","1994-07-19 02:27:47"
"638","175","1725","1990-02-01 08:14:03"
"639","469","53","2020-06-02 09:50:46"
"640","331","666","1980-08-28 07:48:44"
"641","494","1771","1991-03-06 15:30:19"
"642","1","414","2003-12-10 02:45:22"
"643","75","663","1995-10-05 07:35:35"
"644","152","977","2016-01-25 08:16:27"
"645","173","1095","1991-10-23 07:25:16"
"646","147","145","1971-09-30 11:07:24"
"647","47","494","2000-05-14 09:22:02"
"648","309","847","1986-12-24 20:50:35"
"649","72","390","1970-10-17 20:12:31"
